"title","url","description","lng","lat","city","street","zip","date_start","date_end","time_start","time_end","price","organizer"
"WM Public VIewing: Deutschland - Südkorea","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Auch die WM 2018 könnt ihr bei uns wieder auf großer Leinwand und TV schauen! Der Eintritt ist wir immer frei und es gibt leckere Drinks, BBQ und viele WM Goodies. Ausserdem verlosen wir in unserer Halbzeit Show noch tolle Preise.  Der 5. Stern muss her! Seid dabei! Anstoss ist um 16 Uhr. Reservierungen sind nur begrenzt möglich (mail to: info@zauberberg.info) - ansonsten gilt: Der frühe Vogel...",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-06-27,2018-06-27,0.583333333333333,NA,NA,"Zauberberg"
"CLUBNACHT mit Doppeldecker auf alle Getränke!","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Der Mora, der Marko, die Party! Und das nun auch noch jeden Donnerstag. Das hält man ja im Kopf nicht aus... DOCH! Und zwar mega! Mora = Vollgas und dazu noch Doppeldecker auf alle Getränke, (Studenten-) Herz, was willst du mehr?!",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-07-05,2018-07-05,0.916666666666667,NA,NA,"Zauberberg"
"CLUBNACHT mit Doppeldecker auf alle Getränke!","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Der Mora, der Marko, die Party! Und das nun auch noch jeden Donnerstag. Das hält man ja im Kopf nicht aus... DOCH! Und zwar mega! Mora = Vollgas und dazu noch Doppeldecker auf alle Getränke, (Studenten-) Herz, was willst du mehr?!",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-07-12,2018-07-12,0.916666666666667,NA,NA,"Zauberberg"
"CLUBNACHT mit Doppeldecker auf alle Getränke!","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Der Mora, der Marko, die Party! Und das nun auch noch jeden Donnerstag. Das hält man ja im Kopf nicht aus... DOCH! Und zwar mega! Mora = Vollgas und dazu noch Doppeldecker auf alle Getränke, (Studenten-) Herz, was willst du mehr?!",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-07-19,2018-07-19,0.916666666666667,NA,NA,"Zauberberg"
"Pink Friday","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Jeden 3. Freitag im Monat steigt im Zauberberg die Gay.Volution. Die Party für Boys, Girls & more mit DJ Lubbi, TAZ und Gästen. Außerdem gibt's eine 2. Area mit alternativem Musikprogramm sowie weitere Specials.",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-07-20,2018-07-20,0.916666666666667,NA,NA,"Zauberberg"
"CLUBNACHT mit Doppeldecker auf alle Getränke!","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Der Mora, der Marko, die Party! Und das nun auch noch jeden Donnerstag. Das hält man ja im Kopf nicht aus... DOCH! Und zwar mega! Mora = Vollgas und dazu noch Doppeldecker auf alle Getränke, (Studenten-) Herz, was willst du mehr?!",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-07-26,2018-07-26,0.916666666666667,NA,NA,"Zauberberg"
"CLUBNACHT mit Doppeldecker auf alle Getränke!","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Der Mora, der Marko, die Party! Und das nun auch noch jeden Donnerstag. Das hält man ja im Kopf nicht aus... DOCH! Und zwar mega! Mora = Vollgas und dazu noch Doppeldecker auf alle Getränke, (Studenten-) Herz, was willst du mehr?!",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-08-02,2018-08-02,0.916666666666667,NA,NA,"Zauberberg"
"CLUBNACHT mit Doppeldecker auf alle Getränke!","http://www.zauberberg.info/cls_blu-e.cfm?cmd=04","Der Mora, der Marko, die Party! Und das nun auch noch jeden Donnerstag. Das hält man ja im Kopf nicht aus... DOCH! Und zwar mega! Mora = Vollgas und dazu noch Doppeldecker auf alle Getränke, (Studenten-) Herz, was willst du mehr?!",9.9217,49.80271,"Wuerzburg","Veitshoechheimer Str. 20",97080,2018-08-09,2018-08-09,0.916666666666667,NA,NA,"Zauberberg"
"Venus, Frühlingssternbilder, Jupiter","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-05-02,NA,0.895833333333333,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Sonnenbeobachtung:
                          Flecken, Eruptionen","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-05-13,NA,0.583333333333333,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Themenführung: Planet Venus (bei jedem Wetter)","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-05-18,NA,0.895833333333333,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"AUF DER LANDESGARTENSCHAU (Große Wiese): Sonnenbeobachtung:
                          Flecken, Eruptionen","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-06-09,NA,0.583333333333333,0.625,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"90 JAHRE KEESBURG - in der Sternwarte: Sonnenbeobachtung oder Kuppelführung (bei

                              jedem Wetter)","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-06-10,NA,0.583333333333333,0.625,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Mond, Jupiter, Saturn","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-06-18,NA,0.916666666666667,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Themenführung: Riesenplanet Jupiter (bei jedem Wetter)","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-06-22,NA,0.916666666666667,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"AUF DER LANDESGARTENSCHAU (Library): 
Vortrag: Lichtverschmutzung und Insekten","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-07-08,NA,0.666666666666667,0.708333333333333,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Jupiter, Saturn, Sommersternbilder","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-07-10,NA,0.916666666666667,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Sonnenbeobachtung:
                          Flecken, Eruptionen","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-07-15,NA,0.583333333333333,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Mond, Jupiter, Saturn, evtl. Mars","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-07-20,NA,0.916666666666667,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Themenführung: Mondfinsternis (bei jedem Wetter)","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-07-27,NA,0.875,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Themenführung: Roter Planet Mars (bei jedem Wetter)","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,2018-08-24,NA,0.916666666666667,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Mars, Jupiter, Saturn","http://www.sternwarte-wuerzburg.de/vswfhrg0.htm",NA,49.773609,9.95975,"Wuerzburg","Cronthalstrasse 25",97074,NA,NA,0.854166666666667,NA,"4 Erwachsener, 2,50 Kinder","Volkssternwarte Wuerzburg e.V."
"Blaulichttag","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1719036&page=0","Die Bundespolizei, das Polizeipräsidium Unterfranken, der Zoll, die Berufsfeuerwehr Würzburg präsentieren einen vielfältigen Tag im Zeichen des Blaulichts auf dem ganzen Landesgartenschaugelände mit einem Programm für Jung und Alt. Besondere Highlights sind die Konzerte der Zollkapelle Nürnberg sowie des Bundespolizeiorchesters auf der WVV-Bühne.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-21,2018-07-21,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"LAS VEGAS ELVIS REVIVAL SHOW","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1716059&page=0","Die phantastische Show mit Band, Bläsersatz, Streichern und Chor – und unvergesslichen Songs des King of Rock ’n’ Roll. Die legendären Konzerte von Elvis Presley in Las Vegas werden mit Evergreens wie »Jailhouse Rock«, »Suspicous Minds«, »Are you lonesome tonight«, »Love me tender« oder »Viva Las Vegas« wieder zum Leben erweckt.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-11,2018-08-11,0.833333333333333,0.916666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Gartenflimmern Open Air Kino","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1716053&page=0","Fünf laue Sommerabende das einzigartige Flair auf der Landesgartenschau Würzburg 2018 mit Filmen von Blockbuster bis Programmkino genießen!  Präsentiert vom Team des beliebten FESTUNGSFLIMMERN Open Air Kinos.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-08-27,2018-08-27,0.833333333333333,0.958333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Natürlich. Nachhaltig. Effizient.","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1729218&page=0","Die Natur ist Ideenquelle und Vorbild für zahlreiche Erfindungen. Pflanzen beispielsweise sind wahre Energiekraftwerke. Ein Grund mehr den diesjährigen „Tag der Energie“ der Bayerischen Ingenieurekammer-Bau umgeben von zahlreichen Blumen, Gräsern und Sträuchern zu veranstalten. Die Landesgartenschau in Würzburg ist der ideale Ort dafür. Sie erfahren beim „Tag der Energie“ alles rund um Bionik, Energienutzung der Pflanzen, das Klimaerlebnis Würzburg und was Ingenieure im Bauwesen damit zu tun haben. Während der geführten 2 ½ stündigen Rundgänge (Beginn jeweils halbstündig in der Bibliothek) mit Besichtigungen, erhalten Sie viele Blicke „hinter die Kulissen“ zum Thema Energie.Neben unterschiedlichen Stationen wie dem Klimawäldchen, einer Klimaforschungsstation oder dem Pavillon der Stadt Würzburg warten spannende Rundgänge und Führungen durch die Klimalabore des ZAE auf Interessierte.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-09-08,2018-09-08,0.416666666666667,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Zirkusfest","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718318&page=0","Auf dem Gelände dreht sich heute alles rund um das Thema Zirkus. Neben drei Shows in unserem Flying Circus wird es auf auch dem ganzen Gelände spannend. Im gesamten  Park  werden Clowns, Seilakrobaten, Jongleure, Zauberer und viele weitere Artisten zum Staunen und Mitmachen einladen.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-09-15,2018-09-15,0.5,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Polizeitage  auf der LGS","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1719620&page=0","Vom 22. bis 25. September 2018 finden auf dem LGS-Gelände die Polizeitage statt. Die Besucherinnen und Besucher erwartet ein buntes und vielseitiges Programm für Groß und Klein. Ein Höhepunkt wird der Auftritt des renommierten Polizeiorchesters Bayern am Samstag, 22. September um 17 Uhr sein. Freuen darf man sich aber auch heute schon auf interessante Vorführungen mit Drohnen, den Polizeihunden oder der Selbstverteidigung.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-09-25,2018-09-25,0.416666666666667,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Biologisch Gärtnern mit Effektiven Mikroorganismen und Terra Preta","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1717211&page=0","Natürlich Gärtnern ohne Kunstdünger und Chemie.  Wie wir mit Humusaufbau den Boden heilen, das Klima retten und gesunde, nährstoffreiche Pflanzen ernten.  Dazu informiert und berät Sie heute die Eußenheimer Manufaktur UG im Gärtnerischen Infotower!",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Unser Friedhof lebt. Klimaschutz durch biologische Vielfalt","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1717409&page=0","Jeder Friedhof ist etwas ganz Besonderes. Nicht nur Menschen, auch heimische Flora und Fauna finden auf Friedhöfen ein Refugium vor. Der Friedhof als Lebensraum ist besonders wertvoll, weil es hier nur selten größere Veränderungen gibt und sich deshalb ein stabiles Ökosystem ausbilden kann.Die Ausstellung erschließt das Ökosystem Friedhof und gibt Tipps, wie man bei der Grabpflege oder als Friedhofsverantwortliche dazu beitragen kann, die biologische Vielfalt in diesem Lebensraum zu fördern.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Dem Fachzentrum Analytik über die Schulter geschaut","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1717493&page=0","Bakterien und Pilze im Boden in Lebensgemeinschaft mit Gemüsepflanzen und Bäumen.Sensorik, Mikroskopie hautnah!",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Botanimalia","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718160&page=0","Das Atelier BOTANIMALIA wurde 2016 von Roswitha Roos und Isabel Roos in Würzburg und Hamburg gegründet. Das Atelier versteht sich als eine Kreativwerkstatt mit einem vielseitigen Spektrum an gestalterischen Disziplinen. BOTANIMALIA ist ein schöpferischer und ideenreicher Raum, ein Studio mit multidisziplänerer und experimenteller Maxime. Von Bildender Kunst wie freier Malerei, Bildhauerei und Kunsthandwerk bis hin zu angewandtem Design wie digitaler und analoger Illustration, Buchkunst, Produktdesign, Kalligrafie etc. – das Atelier befasst sich mit einer breiten Palette vielfältiger Bereiche der Kreativbranche. Als freischaffende Künstlerin hat Roswitha Roos einen anderen Blick auf die Welt, als die Illustratorin Isabel Roos. Dennoch liegt das besondere Interesse beider in der Natur der Lebewesen. Aus dieser gemeinsamen Leidenschaft entstand das Atelier BOTANIMALIA und ein künstlerischer, innovativer und anregender Dialog.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.791666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Mit Expertentipps zum grünen Daumen!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718339&page=0","Immer montags erhalten Sie im Gärtnerischen Infotower der Landesgartenschau Würzburg 2018 wertvolle Tipps und Informationen vom unseren Gartenexperten, sodass auch bei Ihnen zu Hause alles grünt und blüht.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Gemeinsam sind wir stark!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718938&page=0","Vorstellung der Allianz Fränkischer Süden und ihre Projekte. Im Fokus stehen Innenentwicklung und Freizeit.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Banal, gewagt und herrlich durchgeknallt","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1721469&page=0","Wer hat Mut zu Pink, Orange und Gold? Wer hat Lust auf Mintgru¨n, Zitronengelb und Purpur? Und wer lässt es bei Rot, Rot und noch mal Rot so richtig krachen? Sie merken es: Jetzt geben Farben den Ton an. Spazieren Sie in dieser Ausstellung durch unterschiedliche Farbräume und erleben Sie ein buntes Wunder – Harmonien, Disharmonien, Kontraste, Farbakkorde, modische Interpretationen, Banales und Gewagtes. Erleben Sie tradierte und experimentelle Farbgeschichten aus dem großen Reich der Flora, ergänzt durch so manch Praktisches oder Kitschiges aus der lauten Welt unserer Konsumtempel.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Austellung: Print your idea!","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1726675&page=0","Seit einiger Zeit und obwohl vor Jahren noch nahezu unbekannt löst der 3D-Druck inzwischen große Faszination aus. Vor allem durch die Vorstellung Objekte ohne großen Aufwand auch zuhause ausdrucken zu können wird diese Entwicklung auch für private Haushalte immer interessanter. Um aber einen Gegenstand ausdrucken zu können bedarf es  zunächst einmal eines 3D-Modells, also einem dreidimensionalen digitalen Abbild des Gegenstands in digitaler Form. Das muss aber für den Einsatz im privaten Umfeld leicht und intuitiv gelingen damit die möglichen Anwendungsfälle wie z.B. für kleine Ersatzteile im Haushalt oder kreative Geschenkideen tatsächlich genutzt werden. Hier setzt der Beitrag der Fakultät Wirtschaftswissenschaften an und zeigt die Möglichkeit auf wie beliebige Objekte eingescannt und anschließend ausgedruckt werden können. Das können dann frei gestaltete kreative Knetfiguren oder kleinere Bauteile aus dem Haushaltsgebrauch sein.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.791666666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Kreisverband für Gartenbau und Landespflege Würzburg","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1728122&page=0","»Clematisdorf« Erlabrunn, Ausstellung vonsommerblühenden Clematis, Vorträge, Rankideen,Begleitpflanzen",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Technomathematischer Zaubergarten","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1730073&page=0","Raum EInteraktive temporäre AusstellungFHWS, FAKULTÄT ANGEWANDTE NATUR- UND GEISTESWISSENSCHAFTEN",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.375,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"»Vom Most zum Wein« -  Einblicke in die alkoholische Gärung","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1716089&page=0","Wir erläutern die Bestimmung vom Mostgewicht im Verlauf der alkoholischen Gärung mittels Dichtebestimmung und Messung der Lichtbrechung mit dem Refraktometer und beschreiben die Quantifizierung der Gesamtsäure und des pH-Wertes sowie die Kontrolle der Kohlendioxidbildung während der Gärung. Im Anschluss gewähren wir Einblick in die Welt der Gärungsorganismen durch das Mikroskopieren von Hefen.               Diese Veranstaltung findet nochmal um 12:00 Uhr und um 14:00 Uhr statt.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.416666666666667,0.458333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Filmbeiträge aus Mainfranken","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1719730&page=0","Vom Wein über den Spargel bis hin zum Main selbst   Das Movie-Theatre im American Diner verwöhnt Sie unter anderem mit kleinen aber dennoch interessanten Filmbeiträgen des Bayerischen Rundfunks über die verschiedensten Themen rund um Mainfranken.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.416666666666667,0.708333333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Bechstein und Hirschkäfer - Unsere Arten","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1728005&page=0","Erfahren Sie, wie die Biodiversität im Wald gesichert wird. Wo leben Fledermaus und Hirschkäfer?",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.416666666666667,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilpflanzen gestern – heute – morgen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1716728&page=0","Diese Heilpflanzenführung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Heilpflanzenbeete der Forschergruppe Klostermedizin. Pflanzen mit antibiotischer Wirkung bilden dabei einen Schwerpunkt. Treffpunkt ist der Pavillon des BUND Naturschutz.     Leitung: Team der Forschergruppe Klostermedizin",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.458333333333333,0.479166666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"RuhePunkt12","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718578&page=0","Eine Viertelstunde mitten am Tag zum Innehalten und Verschnaufen: Herzliche Einladung zum „RuhePunkt12“. Frauen und Männer aus verschiedenen christlichen Kirchen und Einrichtungen bieten Ihnen einen Impuls, ein paar Gedanken für den Tag an. Musik lädt zum Entspannen und Abschalten ein.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.5,0.510416666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilmittel der Hildegard von Bingen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1716425&page=0","Diese Veranstaltung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Mit Vorträgen, Ausstellungen, Kinderaktionen, Führungen und Aktionsständen veranschaulicht der BUND Naturschutz in seinem offenen Veranstaltungsprogramm das Thema „Artenvielfalt“, macht sie erlebbar und gibt Anregungen für den Schutz von Tieren und Pflanzen und deren Lebensräumen. Treffpunkt/Veranstaltungsort: Pavillon des BUND Naturschutz",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.541666666666667,0.5625,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Unterfränkische Mitglieder des BDA präsentieren ihre Projekte im ""Zeitsparenden Garten""","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718078&page=0","Unterfränkische Mitglieder des BDA präsentieren ihre Projekte in den THEMENGÄRTEN ""Zeitsparender Garten""Die Ausstellung zeigt Projekte freischaffender unterfränkischer Architekten und Stadtplaner, die dem „Bund Deutscher Architekten“ angehören. Die Mitglieder dieser seit 115 Jahren bestehenden Vereinigung verbindet die Bereitschaft zur Förderung der Baukunst, zum Engagement im Interesse der Baukultur und des Berufsstandes. Die Ausstellung richtet sich an Interessierte rund um Architektur und Baukunst. Geplant ist eine Finissage am 13. Juli 2018",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.625,0.75,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Heilpflanzen gestern – heute – morgen","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1716753&page=0","Diese Heilpflanzenführung ist Teil des Beitrages des BUND Naturschutz zum Thema „Artenvielfalt gestern – heute – morgen“. Anschauungsobjekte der Führung sind die Heilpflanzenbeete der Forschergruppe Klostermedizin. Pflanzen mit antibiotischer Wirkung bilden dabei einen Schwerpunkt. Treffpunkt ist der Pavillon des BUND Naturschutz. Leitung: Team der Forschergruppe Klostermedizin",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.666666666666667,0.6875,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Sitzmeditation (!) zum Schnuppern","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1718142&page=0","Dieses interreligiöse Angebot bietet die Gelegenheit, den Tag auf der Landesgartenschau in der Stille ausklingen zu lassen. Die Meditation besteht aus 10 bis 15 Minuten Sitzen in der Stille (auf einem Stuhl) und danach Gehen im Freien in Achtsamkeit, 10 bis 15 Minuten. Die Meditationen werden angeleitet. Zum Abschluss wird ein spiritueller Text vorgelesen.",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.708333333333333,0.739583333333333,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
"Vortrag: Innovationen und Geistesblitze für eine gute Zukunft","https://www.lgs2018-wuerzburg.de/veranstaltungen/veranstaltungskalender/index.html?page=0&ev%5Bid%5D=1719926&page=0","[folgt] Referentin: Dr. Frauke Fischer, Universität Würzburg",9.9684822,49.7867022,"Wuerzburg","Kitzinger Straße 100",97074,2018-07-02,2018-07-02,0.708333333333333,0.729166666666667,"Tageskarte: 10,50","Landesgartenschau Wuerzburg 2018"
