"","title","url","description","lng","lat","city","street","zip","date_start","date_end","time_start","time_end","price","organizer"
"1","OVID. Amor fou – Zwischen Leidenschaft und Lächerlichkeit","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/4","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Gemäldegalerie, Martin von Wagner Museum","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-14,2018-07-15,10:00:00,17:00:00," Erwachsene: 3 Euroermäßigt: 1,5","Martin von Wagner Museum"
"2","Erweiterte Realität","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/4","Veranstaltungsort: Magistrale des Zentrums Operative Medizin, Oberdürrbacher Straße 6, 97080 Würzburg","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-16,2018-07-13,08:00:00,19:00:00,NA,"Belarussische Staatliche Akademie der Künste Studentisches Zentrum für aktuelle Kunst „Alla prima“"
"3","Bienenprojekt auf der Landesgartenschau 2018","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/4","Veranstaltungsort: Landesgartenschaugelände Hubland","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-12,2018-10-07,00:00:00,00:00:00,NA,"HOBOS"
"4","Fotoausstellungen im Rahmen des 30. Internationalen Africa Festivals","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/4","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Foyer der Universität","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-26,2018-07-27,07:00:00,19:00:00,NA,"Universität Würzburg
                
                    , Africa Festival"
"5","OVID. Amor fou – Zwischen Leidenschaft und Lächerlichkeit","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/5","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Gemäldegalerie, Martin von Wagner Museum","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-14,2018-07-15,10:00:00,17:00:00," Erwachsene: 3 Euroermäßigt: 1,5","Martin von Wagner Museum"
"6","Erweiterte Realität","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/5","Veranstaltungsort: Magistrale des Zentrums Operative Medizin, Oberdürrbacher Straße 6, 97080 Würzburg","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-16,2018-07-13,08:00:00,19:00:00,NA,"Belarussische Staatliche Akademie der Künste Studentisches Zentrum für aktuelle Kunst „Alla prima“"
"7","Bienenprojekt auf der Landesgartenschau 2018","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/5","Veranstaltungsort: Landesgartenschaugelände Hubland","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-12,2018-10-07,00:00:00,00:00:00,NA,"HOBOS"
"8","Fotoausstellungen im Rahmen des 30. Internationalen Africa Festivals","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/5","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Foyer der Universität","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-26,2018-07-27,07:00:00,19:00:00,NA,"Universität Würzburg
                
                    , Africa Festival"
"9","OVID. Amor fou – Zwischen Leidenschaft und Lächerlichkeit","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Gemäldegalerie, Martin von Wagner Museum","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-14,2018-07-15,10:00:00,17:00:00," Erwachsene: 3 Euroermäßigt: 1,5","Martin von Wagner Museum"
"10","Erweiterte Realität","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Magistrale des Zentrums Operative Medizin, Oberdürrbacher Straße 6, 97080 Würzburg","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-16,2018-07-13,08:00:00,19:00:00,NA,"Belarussische Staatliche Akademie der Künste Studentisches Zentrum für aktuelle Kunst „Alla prima“"
"11","Bienenprojekt auf der Landesgartenschau 2018","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Landesgartenschaugelände Hubland","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-12,2018-10-07,00:00:00,00:00:00,NA,"HOBOS"
"12","Fotoausstellungen im Rahmen des 30. Internationalen Africa Festivals","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Foyer der Universität","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-26,2018-07-27,07:00:00,19:00:00,NA,"Universität Würzburg
                
                    , Africa Festival"
"13","Aktionsprogramm für Schulklassen Themenschwerpunkt: Arzneipflanzen","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Julius-von-Sachs-Platz 4 (Botanischer Garten)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-01,2018-07-31,00:00:00,00:00:00,NA,"Botanischer Garten
                
                    , LehrLernGarten"
"14","Die grüne Apotheke - vom Hortus Medicus zur Pharmaforschung","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Julius-von-Sachs-Platz 4 (Botanischer Garten)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-09,2018-09-16,08:00:00,18:00:00,NA,"Botanischer Garten"
"15","Prof. J. Wöhnert: RNA aptamers and riboswitches as versatile model systems to understand RNA structure, folding and ligand recognition","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. C3
                
                    , HS C","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-18,2018-06-18,17:15:00,18:15:00,NA,"Universität Würzburg
                
                    , Institut für Organische Chemie"
"16","Long-Range Interacting Atomic Ensembles","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. P1
                
                    , Physikalisches Institut, Hörsaal P","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-18,2018-06-18,17:15:00,18:45:00,NA,"Fakultät für Physik und Astronomie"
"17","""Urworte leidenschaftlicher Gebärdensprache"" Aby Warburg und Ovid","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-18,2018-06-18,18:00:00,20:00:00,NA,"Martin von Wagner Museum"
"18","Plurale Literalitäten: im Gespräch","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. PH1
                
                    , Übungsraum 23","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-18,2018-06-18,18:00:00,20:00:00,NA,"Lehrstuhl für Europäische Ethnologie/Volkskunde"
"19","Ernährungsüberfluss in der Wüste – das Beispiel  Saudi Arabien","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Hörsaal 166","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-18,2018-06-18,20:00:00,22:00:00,NA,"Geographische Gesellschaft Würzburg e.V."
"20","Die Honigfabrik – Die Wunderwelt der Bienen","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Landesgartenschau, Library","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-19,2018-06-19,14:00:00,15:30:00,NA,"Professur für Erwachsenenbildung in Kooperation mit der VHS Würzburg"
"21","Reconstructing human organ development using single-cell transcriptomics","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Medizin, Geb. D15
                
                    , 01.002-004","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-19,2018-06-19,17:00:00,18:00:00,NA,"Helmholtz Institute for RNA-based Infection Research (HIRI) & Institute of Molecular Infection Biology (IMIB) & Biocentre & Institute for Virology and Immunology"
"22","‚Robinson Crusoe‘ als Utopie der Einsamkeit ","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal der Residenz (Südflügel)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-19,2018-06-19,19:30:00,21:00:00,NA,"Kolleg ‚Mittelalter und Frühe Neuzeit‘"
"23","Impfung mit Dendritischen Zellen als Komponente einer personalisierten Krebstherapie","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Medizin, Geb. D8
                
                    , D8.0.07","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-20,2018-06-20,16:30:00,17:30:00,NA,"Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie"
"24","SCIAS Guest Lecture","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Klinikstraße 6-8
                
                    , Welzhaus, Hörsaal","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-20,2018-06-20,18:00:00,20:00:00,NA,"SCIAS"
"25","Hörsaal-Slam im Max-Scheer Hörsaal","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. P4
                
                    , Max-Scheer Hörsaal","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-20,2018-06-20,19:00:00,21:00:00,NA,"Referat für Kultur der Studierendenvertretung"
"26","Wolfsmänner - literaturwissenschaftliche und psychoanalytische Lesarten einer liminalen Gestalt ","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Röntgenring 12
                
                    , Külpe-Hörsaal, Institut für Psychologie","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-20,2018-06-20,20:00:00,22:00:00,NA,"Gabriella-Maria Lambrecht, Klasse ""Philosophie, Sprachen, Künste“  Pierre-Carl Link, Klasse ""Bildung und Kultur“  Frau Ulrike Wiehr, Klasse ""Philosophie, Sprachen, Künste“  von der Graduate School of the Humanities der Universität Würzburg (GSH)"
"27","Zwei chancenreiche Brufsbilder: Fachjournalist/in und Unternehmenskommunikator/in","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. Z6
                
                    , 1.013","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-21,2018-06-21,12:15:00,13:45:00,NA,"Career Centre"
"28","Literaturverwaltung mit Citavi","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Z4 (Zentralbibliothek)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-21,2018-06-21,14:15:00,15:45:00,NA,"Universitätsbibliothek"
"29","Bauten und ihre Botschaften – Deutungsmöglichkeiten frühkaiserzeitlicher Architektur in Hispanien","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Bibliothek des Lehrstuhls für Klassische Archäologie","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-21,2018-06-21,18:00:00,20:00:00,NA,NA
"30","Leistung, Narzissmus und Verwundbarkeit. Anfragen an eine aktuelle Tendenz","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Hörsaal 317","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-21,2018-06-21,19:00:00,21:00:00,NA,"Die Würzburger Forschungsgruppe „Vulnerabilität, Sicherheit und Resilienz“ in Kooperation mit der Katholisch-Theologischen Fakultät der Universität Würzburg, dem Würzburger Studienprogramm GSiK und der Domschule Würzburg"
"31","Politische Korrektheit und politisches Urteilen. Eine Betrachtung mit Hannah Arendt","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-21,2018-06-21,20:00:00,22:00:00,NA,"Institut für Philosophie mit Unterstützung des Universitätsbundes"
"32","24. Würzburger Europarechtstage","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Domerschulstraße 16 (Alte Universität)
                
                    , Neubaukirche","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-22,2018-06-23,14:00:00,13:30:00,NA,"Universität Würzburg
                
                    , Juristische Fakultät der Universität Würzburg"
"33","ALLES WAS DER SEELE GUT TUT","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Zentrum für Operative Medizin (ZOM)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-23,2018-06-23,09:00:00,17:30:00,NA,"CCC Mainfranken"
"34","Absolventinnen- und Absolventenfeier der Physik/Astronomie","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hotel Melchior Park, Blauer Saal, Am Galgenberg 49, 97074 Würzburg","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-23,2018-06-23,11:00:00,14:00:00,NA,"Fakultät für Physik und Astronomie"
"35","Mein sozialer Roboter und ich","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Audimax","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-23,2018-06-23,15:00:00,16:00:00,NA,"Kinderuni"
"36","Einblick in die Pflanzenwelt der Braunkohlewälder","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Julius-von-Sachs-Platz 4 (Botanischer Garten)
                
                    , Tertiärwald","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-24,2018-06-24,14:00:00,16:00:00,NA,"Botanischer Garten"
"37","Open Access and Copyright in Science","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Z4 (Zentralbibliothek)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-25,2018-06-25,09:00:00,13:30:00,NA,"Universitätsbibliothek"
"38","Europa in einer unbequemeren Welt","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Audimax (Hörsaal 216)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-25,2018-06-25,15:15:00,16:45:00,NA,"Universität Würzburg
                
                    , Wirtschaftswissenschaftliche Fakultät"
"39","Mit der Hand: sinnlich-körperliche Dimensionen der Literalität","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. PH1
                
                    , Übungsraum 9","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-25,2018-06-25,18:00:00,20:00:00,NA,"Lehrstuhl für Europäische Ethnologie/Volkskunde"
"40","Women@WiWi Day 2018","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Lichthof","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-26,2018-06-26,16:00:00,20:00:00,NA,"Nachwuchswissenschaftlerinnen-Netzwerk Women@WiWi"
"41","Olympia – jenseits des Zauns","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Bibliothek des Lehrstuhls für Klassische Archäologie","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-26,2018-06-26,18:00:00,20:00:00,NA,NA
"42","Zur Motivik des nicht religiös motivierten Einsiedlertums in der chinesischen Literatur","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal der Residenz (Südflügel)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-26,2018-06-26,19:30:00,21:00:00,NA,"Kolleg ‚Mittelalter und Frühe Neuzeit‘"
"43","Encounters with Wolves: Dynamics and Futures","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Sorbian Institute, Bahnhofstraße 6, 02625 Bautzen","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-27,2018-06-29,14:30:00,12:00:00,NA,"University of Würzburg: Department of European Ethnology, University of Zurich: Department of Social Anthropology and Cultural Studies, Serbski institut: Sorbian Institute"
"44","20. NeoLatina: „Plautus in der Frühen Neuzeit“","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal und Philologische Bibliothek","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-28,2018-06-30,00:00:00,00:00:00,NA,"Institut   für   Klassische   Philologie   der   Julius - Maximilians - Universität  Würzburg  in  Zusammenarbeit  mit  dem  Ludwig - Boltzmann - Institut  für  Neula teinische Studien (Innsbruck)"
"45","Kunst und Arbeitswelt am Beispiel der Adolf Würth GmbH & Co.KG","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Hubland Süd, Geb. Z6
                
                    , 1.013","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-28,2018-06-28,12:15:00,13:45:00,NA,"Career Centre"
"46","Frauen – Karrierewege – Medizin","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/6","Veranstaltungsort: Medizin, Geb. D8
                
                    , A1. Erdgeschoss Seminarraum 2","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-28,2018-06-28,12:30:00,14:00:00,NA,"CCC MF"
"47","OVID. Amor fou – Zwischen Leidenschaft und Lächerlichkeit","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Gemäldegalerie, Martin von Wagner Museum","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-14,2018-07-15,10:00:00,17:00:00," Erwachsene: 3 Euroermäßigt: 1,5","Martin von Wagner Museum"
"48","Erweiterte Realität","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Magistrale des Zentrums Operative Medizin, Oberdürrbacher Straße 6, 97080 Würzburg","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-03-16,2018-07-13,08:00:00,19:00:00,NA,"Belarussische Staatliche Akademie der Künste Studentisches Zentrum für aktuelle Kunst „Alla prima“"
"49","Bienenprojekt auf der Landesgartenschau 2018","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Landesgartenschaugelände Hubland","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-12,2018-10-07,00:00:00,00:00:00,NA,"HOBOS"
"50","Fotoausstellungen im Rahmen des 30. Internationalen Africa Festivals","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Sanderring 2 (Neue Universität)
                
                    , Foyer der Universität","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-04-26,2018-07-27,07:00:00,19:00:00,NA,"Universität Würzburg
                
                    , Africa Festival"
"51","Aktionsprogramm für Schulklassen Themenschwerpunkt: Arzneipflanzen","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Julius-von-Sachs-Platz 4 (Botanischer Garten)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-01,2018-07-31,00:00:00,00:00:00,NA,"Botanischer Garten
                
                    , LehrLernGarten"
"52","Die grüne Apotheke - vom Hortus Medicus zur Pharmaforschung","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Julius-von-Sachs-Platz 4 (Botanischer Garten)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-06-09,2018-09-16,08:00:00,18:00:00,NA,"Botanischer Garten"
"53","OVID. Amor fou – Zwischen Leidenschaft und Lächerlichkeit","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Antikensammlung, Martin von Wagner Museum","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-01,2018-07-01,11:00:00,12:00:00,NA,"Martin von Wagner Museum"
"54","Wald lokal - Wald global ","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Walderlebniszentrum, Gramschatzer Wald","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-01,2018-07-01,14:00:00,16:00:00,NA,"Botanischer Garten"
"55","Promotion mit Mehrwert","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Beatrice-Edgell-Weg 21, Campus Hubland Nord","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-02,2018-07-02,14:15:00,15:00:00,NA,"Graduiertenschule der Geisteswissenschaften"
"56","Altägyptische Karawanen nach Innerafrika: Transsahara-Verkehr mit Eseln in pharaonischer Zeit","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-02,2018-07-02,18:15:00,19:45:00,NA,"Würzburger Altertumswissenschaftlichen Zentrums"
"57","Alternative splicing regulatory networks in development and their disruption in disease ENTFÄLLT!","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Medizin, Geb. D15
                
                    , 01.002-004","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-03,2018-07-03,17:00:00,18:00:00,NA,"Helmholtz Institute for RNA-based Infection Research (HIRI) & Institute of Molecular Infection Biology (IMIB) & Biocentre & Institute for Virology and Immunology"
"58","ENTFÄLLT: Biozentrums-Kolloquium - Physico Medica Vortrag","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Medizin, Geb. D15
                
                    , Institut für Molekulare Infektionsbiologie, Raum 01.002 -004","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-03,2018-07-03,17:00:00,19:00:00,NA,"Biozentrum der Universität Würzburg
                
                    , Physico Medica"
"59","Genderforschung in der Rechtswissenschaft - Themen, Thesen und Herausforderungen","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Wittelsbacherplatz 1
                
                    , Raum 3.105/3.106","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-03,2018-07-03,18:00:00,20:00:00,NA,NA
"60","Mosaics, Design and the local in a globalised late Roman world ","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Bibliothek des Lehrstuhls für Klassische Archäologie","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-03,2018-07-03,18:00:00,20:00:00,NA,NA
"61","Henry David Thoreau und der Mythos der Einsamkeit in der US-amerikanischen Literatur und Kultur ","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Residenzplatz 2 (Residenz)
                
                    , Toscanasaal der Residenz (Südflügel)","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-03,2018-07-03,19:30:00,21:00:00,NA,"Kolleg ‚Mittelalter und Frühe Neuzeit‘"
"62","Frauen – Karrierewege – Medizin ","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Medizin, Geb. D8
                
                    , A1. Erdgeschoss Seminarraum 2","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-04,2018-07-04,12:30:00,14:00:00,NA,"CCC MF"
"63","Methadon, Cannabis und Co – Stellenwert in der (komplementären) Krebstherapie?","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: ZIM A3.-2, kleiner Hörsaal","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-04,2018-07-04,16:00:00,17:00:00,NA,"CCC Mainfranken"
"64","Immunresistenz beim Melanom","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Medizin, Geb. D8
                
                    , D8.0.07","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-04,2018-07-04,16:30:00,17:30:00,NA,"Klinik und Poliklinik für Dermatologie, Venerologie und Allergologie"
"65","Biozentrums-Kolloquium","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Hubland Süd, B1 (Biozentrum)
                
                    , Hörsaal A101","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-04,2018-07-04,17:00:00,19:00:00,NA,"Biozentrum der Universität Würzburg"
"66","Lauter Lieder","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Posthalle Würzburg","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-04,2018-07-04,19:30:00,21:30:00,NA,NA
"67","Vom Kompetenzprofil zur Initiativbewerbung","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Hubland Süd, Geb. Z6
                
                    , 1.013","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-05,2018-07-05,12:15:00,13:45:00,NA,"Career Centre"
"68","Migration und Flucht – im Spannungsfeld von Trauma, Kreativität und Resilienz","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Burkardushaus, Am Bruderhof 1","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-05,2018-07-05,19:00:00,21:00:00,NA,"Die Würzburger Forschungsgruppe „Vulnerabilität, Sicherheit und Resilienz“ in Kooperation mit der Katholisch-Theologischen Fakultät der Universität Würzburg, dem Würzburger Studienprogramm GSiK und der Domschule Würzburg"
"69","Wege zu einer nachhaltigeren und effizienteren Wassernutzung","https://www.uni-wuerzburg.de/sonstiges/veranstaltungskalender/zeitraum/2018/7","Veranstaltungsort: Wittelsbacherplatz 1
                
                    , Hörsaal 2","9.935561","49.787891","Wuerzburg","Sanderring 2","97070",2018-07-05,2018-07-05,19:00:00,21:00:00,NA,"Universität Würzburg
                
                    , Kommission für Nachhaltige Entwicklung, Referat für Ökologie, Naturwissenschaftlicher Verein Würzburg e.V."
