"date_start","date_end","time_start","time_end","title","description","price","city","street","zip","organizer","lat","lng","url"
2018-11-09,2018-11-09,20:15:00,NA,"MATTHIAS NINGEL & FRIEDEMANN WEISEkabarett-new-star-festival",NA,"10,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=680&a=selectevent&r=spielplan"
2018-11-10,2018-11-10,20:15:00,NA,"HG BUTZKOecht jetzt",NA,"20,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=663&a=selectevent&r=spielplan"
2018-11-12,2018-11-12,20:00:00,NA,"SISTERS OF COMEDYNachgelacht",NA,"20,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=664&a=selectevent&r=spielplan"
2018-11-15,2018-11-15,20:15:00,NA,"JOCHEN MALMSHEIMERDogensuppe Herzogin - Ein Austopf mit Einlage",NA,"22,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=666&a=selectevent&r=spielplan"
2018-11-16,2018-11-16,20:15:00,NA,"JOCHEN MALMSHEIMERDogensuppe Herzogin - Ein Austopf mit Einlage",NA,"22,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=665&a=selectevent&r=spielplan"
2018-11-17,2018-11-17,20:15:00,NA,"DAVID LEUKERTSchau Liebling, der Mond nimmt auch zu - Vol 2",NA,"18,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=667&a=selectevent&r=spielplan"
2018-11-23,2018-11-23,20:15:00,NA,"WERNER KOCZWARAAm Tag, als ein Grenzstein verrückt wurde",NA,"20,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=668&a=selectevent&r=spielplan"
2018-11-24,2018-11-24,20:15:00,NA,"SEVERIN GROEBNERDer Abendgang des Unterlands",NA,"18,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=669&a=selectevent&r=spielplan"
2018-11-29,2018-11-29,20:15:00,NA,"URBAN PRIOLTILT! Der Jahresrückblick",NA,"24,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=670&a=selectevent&r=spielplan"
2018-11-30,2018-11-30,20:15:00,NA,"OLAF BOSSIHarmoniesüchtig",NA,"18,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=671&a=selectevent&r=spielplan"
2018-12-01,2018-12-01,20:15:00,NA,"SASCHA KORFAus der Hüfte, fertig, los!",NA,"20,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=672&a=selectevent&r=spielplan"
2018-12-07,2018-12-07,20:15:00,NA,"ROMAN WELTZIENBrainwashed! Mein Gehirn macht mich ferig",NA,"18,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=673&a=selectevent&r=spielplan"
2018-12-08,2018-12-08,20:15:00,NA,"MICHAEL FROWINFrowin - Der Kanzlerchauffeur ... bremst für Deutschland",NA,"18,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=674&a=selectevent&r=spielplan"
2018-12-14,2018-12-14,20:15:00,NA,"BERND GIESEKINGFinne Dich Selbst!",NA,"18,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=684&a=selectevent&r=spielplan"
2018-12-15,2018-12-15,20:15:00,NA,"LARS REDLICHEin bisschen Lars muss sein",NA,"20,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=675&a=selectevent&r=spielplan"
2018-12-20,2018-12-20,20:15:00,NA,"DJANGO ASÜLRückspiegel 2018",NA,"20,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=676&a=selectevent&r=spielplan"
2018-12-21,2018-12-21,20:15:00,NA,"JR & FRIENDSSwinging Xmas - Jubiläumsshow",NA,"22,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=677&a=selectevent&r=spielplan"
2018-12-22,2018-12-22,20:15:00,NA,"JR & FRIENDSSwinging Xmas - Jubiläumsshow",NA,"22,00 €","Wuerzburg","Oskar-Laredo-Platz 1 (vormals Veitshöchheimer Straße 5a )",97080,"Bockshorn",49.8158268,9.9102608,"http://www.bockshorn.de/spielplan.htm?t=spielplanevent&o=678&a=selectevent&r=spielplan"
2018-06-15,2018-06-15,NA,NA,"WÜST- Würzburger Schüler*innen-Tagung","WÜST? Das ist die Würzburger SchülerInnen-Tagung, ein Kongress für alle engagierten Jugendliche, oder die, die es werden wollen."," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/wuest-wuerzburger-schuelerinnen-tagung"
2018-06-16,2018-06-16,11:00:00,NA,"Hof-Flohmarkt","ENDLICH WIEDER: Cairo Sommer Hof-Flohmarkt"," EINTRITT FREI","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/hof-flohmarkt-1"
2018-06-18,2018-06-18,17:30:00,NA,"VEGANEs BBQ","VEGANES ESSEN GEGEN SPENDE FÜR EINEN GUTEN ZWECK"," EINTRITT FREI","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/veganes-bbq-2"
2018-06-19,2018-06-19,21:00:00,NA,"OMNI // Exit Option","Lo-Fi, Post-Punk, New Wave, Postcard Pop","9,00  € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/omni-atlanta-ga-usa"
2018-06-20,2018-06-20,20:00:00,NA,"Tim & die Struppis: Improtheater (Jugendensemble)","Die große Feier zum einjährigen Jubiläum "," Pay What You Want ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/tim-die-struppis-jugendensemble-fuer-improtheater"
2018-06-26,2018-06-26,20:30:00,NA,"Maestro™: Improtheater","Würzburgs Improspieler*innen im Wettstreit: Sommerausgabe"," Pay What You Want ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/maestrotm-praesentiert-vom-wuerzburger-improtheaterfestival"
2018-06-26,2018-06-26,NA,NA,"Cairo geschlossen (ab Do 21.06-Di 26.06.2018)","Liebe Gäste,"," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/cairo-geschlossen-1"
2018-06-29,2018-06-29,21:00:00,NA,"RATTTENGOLD ","120 Jahre Punk","14,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/ratttengold"
2018-07-02,2018-07-02,17:30:00,NA,"VEGANES BBQ","Veganes Essen gegen Spende für einen guten Zweck"," EINTRITT FREI","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/veganes-bbq-3"
2018-07-11,2018-07-11,NA,NA,"Cairo geschlossen","Am Mittwoch, den 11.07. haben wir geschlossen."," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/cairo-geschlossen-3"
2018-07-13,2018-07-13,19:00:00,NA,"Zündfunk-Stammtisch ""Wir müssen reden"" ","Die Zündfunk-Stammtische zur Landtagswahl 2018 "," EINTRITT FREI","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/wir-muessen-reden"
2018-07-14,2018-07-14,19:30:00,NA,"Hofkino: ""Aus dem Nichts"" - von Fatih Akin","Hofkinoabend mit Film von Fatih Akin und Konzert  ","5,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/hofkino-aus-dem-nichts"
2018-07-16,2018-07-16,17:30:00,NA,"VEGANES BBQ","Veganes Essen gegen Spende für einen guten Zweck"," EINTRITT FREI","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/vegane-vokue-15"
2018-07-17,2018-07-17,20:30:00,NA,"Hannes Wittmer (fka Spaceman Spiff)","Neuer Name, neue und alte Lieder"," Pay What You Want (Vorschlag: 1-2 Scheine deiner Wahl)","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/hannes-wittmer-fka-spaceman-spiff"
2018-07-19,2018-07-19,19:00:00,NA,"Slam 'n' Jam for Water","Weitere Infos folgen in Kürze!"," EINTRITT FREI, SPENDEN ERBETEN!","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/slam-n-jam-water"
2018-07-21,2018-07-21,18:30:00,NA,"XYEAHX Summer Fest","Mit Les Trucs, Datashock, Pretty Hurts, Cold Leather u.a.","15,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/xyeahy-summer-fest"
2018-09-09,2018-09-09,NA,NA,"Sommerpause vom 23.07. bis 09.09.2018","WÄHREND DER SOMMERPAUSE BLEIBT DAS HAUS VOM MONTAG, DEN 23.07. BIS SONNTAG, DEN 09.09.18 GESCHLOSSEN. AB MONTAG, DEN 10.09. SIND WIR WIEDER WIE GEWOHNT FÜR EUCH DA! "," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/sommerpause-vom-2307-bis-09092018"
2018-09-19,2018-09-19,NA,NA,"Lithics (Portland, OR; USA)","Post Punk/No Wave auf Kill Rock Stars!"," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/lithics-portland-or-usa"
2018-09-29,2018-09-29,20:00:00,NA,"Trouble Notes ","Gypsy Indie Fusion","18,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/trouble-notes"
2018-10-05,2018-10-05,21:00:00,NA,"guru guru","50 Jahre Guru Guru","22,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/guru-guru"
2018-10-12,2018-10-12,20:30:00,NA,"Kids of Adelaide","INTO THE LESS TOUR 2018"," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/kids-adelaide"
2018-10-13,2018-10-13,NA,NA,"Fachtag: Wir machen Heimat","Aufbau eines Netzwerks für Jugendarbeit mit Geflüchteten in Unterfranken"," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/fachtag-wir-machen-heimat"
2018-10-19,2018-10-19,20:00:00,NA,"XAVIER DARCY","Singer-/Songwriter"," ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/xavier-darcy"
2018-11-16,2018-11-16,NA,NA,"Karies","Die Könige des Morbiden","12,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/karies"
2018-11-22,2018-11-22,20:00:00,NA,"First Breath After Coma","Die Portugiesen von First Breath After Coma kommen wieder in ihre Lieblingsstadt zurück! ","13,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/first-breath-after-coma-0"
2018-12-08,2018-12-08,20:00:00,NA,"Hearts Hearts (AT)","Artpop - Electro","13,00 € ","Wuerzburg","Fred-Joseph-Platz 3",97082,"Jugendkulturhaus Cairo",49.7882055,9.924654,"https://cairo.wue.de/veranstaltung/hearts-hearts"
2018-06-21,2018-06-21,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-06-22,2018-06-22,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-06-23,2018-06-23,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-06-24,2018-06-24,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-06-28,2018-06-28,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-06-29,2018-06-29,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-06-30,2018-06-30,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-07-01,2018-07-01,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-07-01,2018-07-01,19:00:00,NA,"2. BELLETRISTISCHER SALLONG",NA,"5€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/2-belletristischersallong/"
2018-07-05,2018-07-05,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-07-06,2018-07-06,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-07-07,2018-07-07,20:00:00,NA,"DER BESUCHER von Éric-Emmanuel Schmitt",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/der-besucher-von-eric-emmanuel-schmitt/"
2018-07-08,2018-07-08,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-07-15,2018-07-15,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-07-18,2018-07-18,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-07-19,2018-07-19,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-07-20,2018-07-20,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-07-21,2018-07-21,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-07-22,2018-07-22,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-07-26,2018-07-26,19:00:00,NA,"Könïg Übü von Alfred Jarry",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/koenig-ubu/"
2018-07-27,2018-07-27,19:00:00,NA,"Könïg Übü von Alfred Jarry",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/koenig-ubu/"
2018-07-28,2018-07-28,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-07-29,2018-07-29,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-08-01,2018-08-01,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-02,2018-08-02,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-03,2018-08-03,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-04,2018-08-04,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-05,2018-08-05,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-08-05,2018-08-05,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-06,2018-08-06,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-07,2018-08-07,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-08,2018-08-08,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-12,2018-08-12,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-08-12,2018-08-12,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-16,2018-08-16,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-17,2018-08-17,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-18,2018-08-18,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-19,2018-08-19,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
2018-08-19,2018-08-19,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-22,2018-08-22,19:00:00,NA,"CASABLANCA _ Der Kultfilm als THEATER-Parodie",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/casablanca-die-theaterparodie/"
2018-08-23,2018-08-23,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-24,2018-08-24,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-25,2018-08-25,19:00:00,NA,"SHAKESPEARE. REVUE (Sommerbühne)",NA,"15€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/shakespeare-revue/"
2018-08-26,2018-08-26,15:30:00,NA,"PETER PAN (Kinderstück Sommerbühne)",NA,"8€ (erma¨ßigt 5€)","Wuerzburg","Frankfurter Straße 87",97082,"Theater Ensemble",49.793289,9.9283898,"http://theater-ensemble.net/performance/peter-pan-kinderstueck-sommerbuehne/"
