",""title"",""url"",""description"",""lng"",""lat"",""city"",""street"",""zip"",""date_start"",""date_end"",""time_start"",""time_end"",""price"",""organizer"""																					
",9.9199,49.79746,Wuerzburg"",""Oekohaus Wuerzburg, Luitpoldstr. 7a"",""97082"",""2018-07-21"",""2018-07-21"",09:30:00,12:30:00,""NA"",""Naturschutzbund Bayern"""																					
"10,""Laubengaenge, Rosenduft und Wasserspiele"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/laubengaenge-rosenduft-und-wasserspiele-1.html"",""Rundgang durch den Hofgarten mit Erlaeuterungen zur Parkgeschichte, zu den barocken Rabattensystemen, den exotischen und einheimischen Baeumen sowie deren Bedeutung fuer die Gartenkuenstler vergangener Tage."",9.9199,49.79746,""Wuerzburg"",""Hofgarten Wuerzburg"",""97082"",""2018-07-22"",""2018-07-22"",10:00:00,11:30:00,""NA"",""Naturschutzbund Bayern"""																					
"11,""Nicht Pflanze, nicht Tier, was koennte das sein? Pilze!"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/nicht-pflanze-nicht-tier-was-koennte-das-sein-pilze-2.html"",""Pilze sind ueberall, nur manchmal verstecken sie sich. Deshalb wollen wir uns heute auf Pilzschatzsuche begeben. Dabei werden wir allerhand Wissenswertes ueber die Pilze und ihre vielfaeltige Lebensweise erfahren. Mit Bastelprojekten und Spielen ist es ganz einfach, vieles ueber Pilze zu erfahren und zu lernen. Spielerisch werdet ihr so zu kleinen Pilzexperten! Ihr werdet staunen, wie gross die Welt der Pilze ist! Hinweis: Dies ist keine Speisepilz-Sammelveranstaltung. Wir beschaeftigen uns mit Formen, Farben und oekologischen Aspekten der Pilzwelt und werden grundsaetzlich keine Pilze sammeln, sondern wir werden sie nur im Umfeld suchen und betrachten."",9.9199,49.79746,""Wuerzburg"",""Steinbachtal, Wuerzburg"",""97082"",""2018-08-05"",""2018-08-05"",14:00:00,16:00:00,""NA"",""Naturschutzbund Bayern"""																					
"12,""Enziane, Astern und Witwenblumen – spaetsommerliche Pflanzenwelt am Staendelberg"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/enziane-astern-und-witwenblumen-spaetsommerliche-pflanzenwelt-am-staendelberg-1.html"",""Wir besuchen den Staendelberg (Teil des Naturschutzgebietes „Maeusberg/Rammersberg/Staendelberg“) und lernen dort einiges ueber die vielfaeltige Pflanzen- und Insektenwelt dieses schoenen Gebietes kennen. Sie erfahren interessante oekologische Zusammenhaenge und etwas ueber die Pflege des dortigen Magerrasens. Geniessen Sie auch die schoene Aussicht ins Maintal und in den Spessart."",9.9199,49.79746,""Wuerzburg"",""Staendelberg bei Wiesenfeld"",""97082"",""2018-09-02"",""2018-09-02"",14:00:00,16:00:00,""NA"",""Naturschutzbund Bayern"""																					
"13,""Wir entdecken die Vogelwelt des Waldes"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/wir-entdecken-die-vogelwelt-des-waldes-1.html"",""Was fiept und piept und klopft denn da? Gemeinsam wollen wir die Welt der Voegel erkunden. Wir entdecken, welche Voegel es im Wald gibt und wie sie leben. Dabei kommt der Spiel-Spass natuerlich nicht zu kurz!"",9.9199,49.79746,""Wuerzburg"",""Steinbachtal, Wuerzburg"",""97082"",""2018-09-09"",""2018-09-09"",14:00:00,16:00:00,""NA"",""Naturschutzbund Bayern"""																					
"14,""Naturerleben und Singen am Blutsee bei Kleinrinderfeld/Kist"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/naturerleben-und-singen-am-blutsee-bei-kleinrinderfeldkist.html"",""Der Blutsee ist ein Niedermoor im Irtenberger Wald. Er wurde bereits seit 1941 als Naturschutzgebiet ausgewiesen. Der Name geht auf eine spezielle Art von roten Einzellern zurueck, die sich im Blutsee gelegentlich massenweise vermehren und so den See mehr oder weniger blutrot erscheinen laesst. Bei unserer Wanderung erhalten Sie weitere aktuelle Informationen ueber dieses eindrucksvolle Gebiet, wie z. B. ueber die Fledermaeuse, die sich dort sehr wohl fuehlen. An einigen schoenen Plaetzen werden wir verweilen und singen: bekannte und leicht zu lernende Lieder aus verschiedenen Kulturen, die der Seele gut tun. Das Singen und Toenen stimmt uns ein auf die herbstliche Pflanzenwelt und verbindet uns mit der Natur in ihrem Werden und Vergehen."																					
" Vorkenntnisse im Singen sind nicht erforderlich. Jede(r) ist herzlich willkommen! Etwas zum Trinken mitzubringen ist empfehlenswert!"",9.9199,49.79746,""Wuerzburg"",""Blutsee bei Kleinrinderfeld und Kist"",""97082"",""2018-09-09"",""2018-09-09"",15:00:00,17:30:00,""NA"",""Naturschutzbund Bayern"""																					
"15,""Schimmelpilze in Wohnraeumen - was tun?"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/schimmelpilze-in-wohnraeumen-was-tun-3.html"",""Themen:Beseitigung des SchimmelpilzesFeuchtigkeit in Wohnraeumenrichtige Heizung, richtiges LueftenWaermebruecken, Trockenlegung"",9.9199,49.79746,""Wuerzburg"",""Oekohaus Wuerzburg"",""97082"",""2018-09-12"",""2018-09-12"",19:00:00,NA,""NA"",""Naturschutzbund Bayern"""																					
"16,""Grundlagen zum Bau eines Passivhauses, Plusenergiehauses und Sonnenhauses"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/grundlagen-zum-bau-eines-passivhauses-plusenergiehauses-und-sonnenhauses-2.html"",""Bei dieser Veranstaltung werden die theoretischen Grundlagen von Passiv-, Plusernergie- und Sonnenhaeusern erlaeutert. Anschliessend wird anhand praktischer Beispiele auf Baukonstruktion, Baumaterialien, Erdwaermetauscher, Lueftungsanlage sowie Daemmung und Luftdichtigkeit eingegangen. Die Wohngesundheit wird thematisiert.Auch Foerdermoeglichkeiten und Kostengesichtspunkte sind Teil des Vortrags."																					
",9.9199,49.79746,Wuerzburg"",""Oekohaus Wuerzburg"",""97082"",""2018-09-13"",""2018-09-13"",19:00:00,NA,""NA"",""Naturschutzbund Bayern"""																					
"17,""Sinnvolle Waermedaemmung fuer Alt- und Neubauten – was ist zu beachten?"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/sinnvolle-waermedaemmung-fuer-alt-und-neubauten-was-ist-zu-beachten-1.html"",""Die Veranstaltung erlaeutert wichtige Regeln der Waermedaemmung und stellt fuer unterschiedliche Gebaeudesituationen sinnvolle Daemmmethoden vor. Besondere Beachtung gilt der Verwendung natuerlicher Materialien. Ausserdem erhalten Sie wichtige Informationen ueber den Energieausweis fuer Gebaeude, der fuer viele Haeuser Pflicht ist."",9.9199,49.79746,""Wuerzburg"",""Oekohaus Wuerzburg, Luitpoldstr. 7a"",""97082"",""2018-09-19"",""2018-09-19"",19:00:00,NA,""NA"",""Naturschutzbund Bayern"""																					
"18,""Farbenrausch und Beerenschmuck"",""https://wuerzburg.bund-naturschutz.de/veranstaltungen/termin/farbenrausch-und-beerenschmuck-1.html"",""Waehrend eines naturkundlichen Spaziergangs im Bereich des Auslaufes des Oberbergs bei Binsfeld im schoenen Werntal erfahren Sie, warum und wie sich die Gehoelze im Herbst verfaerben und welche Anpassungen es ihnen ermoeglichen, die kalte Jahreszeit zu ueberstehen. Zudem lernen wir deren herbstlichen Beerenschmuck und zahlreiche Wildkraeuter naeher kennen und hoeren, wie diese in frueheren Zeiten verwendet wurden."",9.9199,49.79746,""Wuerzburg"",""Binsfeld bei Thuengen"",""97082"",""2018-09-22"",""2018-09-22"",10:00:00,12:00:00,""NA"",""Naturschutzbund Bayern"""																					
"19,""SCHWARZ-ROT-GOLD"",""http://www.la-viva-danceclub.de/events-laviva-danceclub"",""Nach dem Deutschland Spiel feiern wir im LaViva."",9.970704,49.79563,""Wuerzburg"",""Nuernberger Strasse 72-74"",""97076"",""2018-06-23"",""2018-06-23"",21:00:00,NA,""NA"",""LaViva Danceclub"""																					
"20,""BIRTHDAYPARTY"",""http://www.la-viva-danceclub.de/events-laviva-danceclub"",""Alle Geburtstagskinder aus dem JUNI erhalten eine Fl. Oppmann Secco und mit bis zu 3 Freunden FREIEN EINTRITT!"",9.970704,49.79563,""Wuerzburg"",""Nuernberger Strasse 72-74"",""97076"",""2018-06-30"",""2018-06-30"",21:00:00,NA,""NA"",""LaViva Danceclub"""																					
"21,""Coach fuer interkulturelle und rassismuskritische Arbeit"",""http://www.jubi-unterfranken.de/event/coach-fuer-interkulturelle-und-rassismuskritische-arbeit-2/"",""NA"",9.9547,49.73939,""Wuerzburg"",""Berner Strasse 14"",""97084"",""2018-07-02"",""2018-07-04"",10:00:00,16:00:00,""NA"",""Jugendbildungszentrum Unterfranken"""																					
"22,""Coach fuer interkulturelle und rassismuskritische Arbeit"",""http://www.jubi-unterfranken.de/event/coach-fuer-interkulturelle-und-rassismuskritische-arbeit-2/"",""NA"",9.9547,49.73939,""Wuerzburg"",""Berner Strasse 14"",""97084"",""2018-07-02"",""2018-07-04"",10:00:00,16:00:00,""NA"",""Jugendbildungszentrum Unterfranken"""																					
"23,""Coach fuer interkulturelle und rassismuskritische Arbeit"",""http://www.jubi-unterfranken.de/event/coach-fuer-interkulturelle-und-rassismuskritische-arbeit-2/"",""NA"",9.9547,49.73939,""Wuerzburg"",""Berner Strasse 14"",""97084"",""2018-07-02"",""2018-07-04"",10:00:00,16:00:00,""NA"",""Jugendbildungszentrum Unterfranken"""																					
"24,""Betzavta Basisseminar – Diversity und Gleichheit"",""http://www.jubi-unterfranken.de/event/betzavta-basisseminar-diversity-und-gleichheit/"",""NA"",9.9547,49.73939,""Wuerzburg"",""Berner Strasse 14"",""97084"",""2018-07-06"",""2018-07-08"",16:00:00,15:00:00,""NA"",""Jugendbildungszentrum Unterfranken"""																					
"25,""Betzavta Basisseminar – Diversity und Gleichheit"",""http://www.jubi-unterfranken.de/event/betzavta-basisseminar-diversity-und-gleichheit/"",""NA"",9.9547,49.73939,""Wuerzburg"",""Berner Strasse 14"",""97084"",""2018-07-06"",""2018-07-08"",16:00:00,15:00:00,""NA"",""Jugendbildungszentrum Unterfranken"""																					
"26,""Betzavta Basisseminar – Diversity und Gleichheit"",""http://www.jubi-unterfranken.de/event/betzavta-basisseminar-diversity-und-gleichheit/"",""NA"",9.9547,49.73939,""Wuerzburg"",""Berner Strasse 14"",""97084"",""2018-07-06"",""2018-07-08"",16:00:00,15:00:00,""NA"",""Jugendbildungszentrum Unterfranken"""																					
"27,""Musik, Tanz und Entspannung"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12753568&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fgesellschaft.html%2Fkurs%2F489-C-12753568%2Ft%2Fmusik-tanz-und-entspannung&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892354%22%2C%22page%22%3A1%2C%22returnType%22%3A%22default%22%7D&filter%5BpageSize%5D=99999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=0"","" Der Kurs richtet sich an alle, die Spass an Musik und Tanz haben. Wir werden mit Tanzspielen und kleinen einfachen Choreografien versuchen, die Freude an der Bewegung zu vertiefen. Am Ende jeder Tanzstunde wird fuer Entspannung Zeit eingeraeumt, mit sanfter Musik oder Fantasiereisen.  Dieser Kurs richtet sich an alle, die Spass an Musik und Tanz haben. Wir werden mit Tanzspielen und kleinen, einfachen Uebungen versuchen die Freude an der Bewegung zu vertiefen. Nach der sportlichen Aktivitaet nehmen wir uns viel Zeit zur Entspannung, die wir mit sanfter Musik und Massagen foerdern.Information und Anmeldung fuer diese Veranstaltung nur bei: Frau Nike Klueber, Robert-Kuemmert-Akademie, Eisingen, Telefon: 09306-209190, E-Mail: fortbildung@rka-ggmbh.de "",49.78884,9.93252,""Eisingen"",""NA"",NA,""2018-02-06"",""2018-02-06"",17:00:00,19:00:00,""40,00 EUR, "",""VHS"""																					
"28,""Wolfgang Borchert - """"Draussen vor der Tuer"""" - Werkeinfuehrung zum Theaterstueck am Mainfranken Theater"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12628419&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fgesellschaft.html%2Fkurs%2F489-C-12628419%2Ft%2Fwolfgang-borchert-draussen-vor-der-tuer&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892354%22%2C%22page%22%3A1%2C%22returnType%22%3A%22default%22%7D&filter%5BpageSize%5D=99999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=1"","" Nein, es war nicht """"ein Stueck, das kein Theater spielen und kein Publikum sehen will"""", wie Wolfgang Borchert sein Stueck skeptisch selbst untertitelte, sondern es war das herausragende literarische Ereignis der Nachkriegszeit. Wir sprechen von Borcherts Kriegsheimkehrer-Drama """"Draussen vor der Tuer"""", das im Februar 1947 erstmals vom Nordwestdeutschen Rundfunk als Hoerspiel ausgestrahlt und im November von den Hamburger Kammerspielen aufgefuehrt wurde. Es geht um den Kriegsheimkehrer Beckmann, der - zur Vogelscheuche heruntergekommen - in seiner Heimatstadt Hamburg einen Platz sucht, aber """"draussen vor der Tuer"""" bleibt. Dieses Drama war es vor allem, das neben den Kurzgeschichten dem gesundheitlich zerruetteten Autor Nachruhm verlieh. Er selbst erlebte jedoch die Urauffuehrung nicht mehr, sondern starb einen Tag davor im Alter von 26 Jahren. Nun wird dieses Stueck in der Spielzeit 2017/2018 vom Mainfrankentheater Wuerzburg gezeigt. Man darf gespannt sein, wie dieses Stationendrama, das auch surreale und allegorische Elemente nutzt, vom Hause hier auf seine aktuelle Relevanz hin befragt wird. Die Vorlage der Buchungsbestaetigung der vhs Wuerzburg & Umgebung fuer diesen Kurs beim Mainfranken Theater gilt als Nachweis fuer die Berechtigung, Eintrittskarten fuer Auffuehrungen zu einem um 20% verguenstigten Preis zu erwerben. Kartenreservierungen sind ab sofort moeglich"	" die Karten sind innerhalb von zwei Wochen abzuholen.Nach dem Studium der Faecher Amerikanistik und Germanistik an den Universitaeten Regensburg, Wuerzburg und New York war Dr. Arthur Bartle wissenschaftlicher Assistent am Lehrstuhl fuer Amerikanistik in Wuerzburg, dann lange Jahre Seminarlehrer fuer Deutsch. Anschliessend uebernahm er einen Lehrauftrag am Lehrstuhl fuer Didaktik der deutschen Literatur an der Universitaet Wuerzburg. "",49.78884,9.93252,""Gerbrunn"",""NA"",NA,""2018-02-09"",""2018-02-09"",19:00:00,20:30:00,""NA"",""VHS"""																				
"29,""Mathematik Abiturvorbereitung I (fuer Q12) - Intensivtraining mathematischer Grundlagen"",""https://www.vhs-wuerzburg.info/page_/VhsConnectSearch/courseJump?courseId=489-C-12338909&url=%2F%2Fwww.vhs-wuerzburg.info%2Fprogramm%2Fgesellschaft.html%2Fkurs%2F489-C-12338909%2Ft%2Fmathematik-abiturvorbereitung-i-fuer-q12&filter%5Bparams%5D=%7B%22tophighlights%22%3Anull%2C%22sort%22%3A%5B%22startDate%2Casc%22%5D%2C%22extraFields%22%3A%5B%22courseNumber%22%2C%22title%22%2C%22startDate%22%2C%22venues.city%22%2C%22customDatesText%22%5D%2C%22hideEmptyCategories%22%3Atrue%2C%22catId%22%3A%22489-CAT-KAT5892354%22%2C%22page%22%3A1%2C%22returnType%22%3A%22default%22%7D&filter%5BpageSize%5D=99999&filter%5BweekdayExclude%5D%5B1%5D=on&filter%5BweekdayExclude%5D%5B2%5D=on&filter%5BweekdayExclude%5D%5B3%5D=on&filter%5BweekdayExclude%5D%5B4%5D=on&filter%5BweekdayExclude%5D%5B5%5D=on&filter%5BweekdayExclude%5D%5B6%5D=on&filter%5BweekdayExclude%5D%5B7%5D=on&filter%5BsearchString%5D=&rowIndex=2"","" Noch unsicher fuer Ihr Abitur 2018? Wir wiederholen alle relevanten Stoffinhalte. Wir ueberpruefen Ihre Kenntnisse und Ihre Luecken in den mathematischen Grundlagen und helfen Ihnen, diese zu schliessen. Wir trainieren alle Kompetenzbereiche, die im Rahmen der Abiturpruefung anfallen. Es werden alle Themenbereiche der Analysis, der Geometrie und Stochastik intensiv aufgabenorientiert behandelt. "",49.78884,9.93252,""Wuerzburg"","" Muenzstr. 1"",""97070"",""2018-02-13"",NA,10:00:00,13:00:00,""55,00 EUR, "",""VHS"""																					
